id,age,income,gender,marital,numkids,numcards,howpaid,mortgage,storecar,loans,risk,income1k
103826,42,29375,2,2,2,3,1,2,4,1,1,29.375
103263,44,29362,1,1,3,5,2,1,5,3,1,29.362
103420,46,29349,1,1,3,5,2,2,3,2,2,29.349
103973,46,29338,2,2,2,3,2,2,5,1,1,29.338
100075,30,29306,2,3,0,0,1,2,2,0,1,29.306
103018,41,29303,2,1,3,6,2,2,3,2,2,29.303
103428,46,29290,2,1,2,5,2,1,5,3,2,29.29
103425,46,29273,2,1,4,5,2,2,3,2,2,29.273
103966,46,29265,1,2,3,4,2,2,4,2,1,29.265
103521,47,29258,1,1,4,6,2,2,5,3,2,29.258
103155,29,29233,2,1,2,6,2,1,4,3,2,29.233
103154,43,29232,2,1,2,6,2,1,3,3,1,29.232
103249,44,29227,1,1,4,5,2,1,5,2,3,29.227
103084,42,29220,2,1,4,6,2,2,3,2,2,29.22
103266,44,29214,2,1,4,5,2,1,4,2,2,29.214
103069,42,29202,1,1,4,6,2,2,4,3,2,29.202
103247,38,29196,1,1,3,6,2,1,4,3,2,29.196
100102,33,29182,2,3,0,0,1,2,2,0,1,29.182
104107,50,29168,2,2,2,4,1,2,5,1,1,29.168
102918,40,29151,1,1,2,5,2,2,5,2,2,29.151
103412,33,29147,2,1,3,6,2,1,5,2,3,29.147
103074,42,29139,1,1,3,6,2,1,4,3,2,29.139
103481,47,29095,2,1,2,5,2,1,3,2,2,29.095
100088,32,29093,2,3,0,1,1,2,1,0,3,29.093
103483,47,29090,2,1,2,6,2,2,4,3,1,29.09
103410,46,29090,1,1,2,6,2,2,5,3,1,29.09
103894,44,29089,1,2,2,4,2,2,4,1,1,29.089
103827,42,29078,1,2,2,4,2,2,5,1,1,29.078
104080,31,29076,2,2,3,4,1,2,4,2,1,29.076
103905,27,29041,1,2,3,4,1,2,5,1,1,29.041
103395,46,29030,2,1,2,6,2,2,4,3,2,29.03
103237,44,29022,2,1,2,5,2,1,4,3,3,29.022
100259,44,29011,2,3,0,1,1,2,2,0,3,29.011
103007,41,29004,2,1,2,6,2,1,4,2,2,29.004
100573,39,28991,1,2,1,2,1,2,2,0,3,28.991
104002,47,28983,2,2,2,4,1,2,5,1,1,28.983
103592,48,28976,2,1,3,5,2,1,4,3,2,28.976
104030,48,28972,2,2,2,4,2,2,5,1,3,28.972
100222,41,28961,2,3,0,1,1,2,2,0,3,28.961
103394,46,28943,1,1,2,6,2,2,3,2,2,28.943
103426,46,28899,1,1,2,5,2,1,3,2,2,28.899
103765,40,28870,2,2,3,4,1,2,4,2,1,28.87
103736,50,28838,1,1,2,5,2,1,3,3,2,28.838
100198,40,28835,1,3,0,1,1,2,2,0,3,28.835
103739,50,28799,1,1,3,5,2,1,3,2,1,28.799
102997,30,28797,1,1,3,6,2,2,3,3,1,28.797
103328,45,28778,2,1,3,6,2,2,3,3,1,28.778
103646,49,28771,2,1,2,5,2,1,5,3,2,28.771
103589,48,28758,1,1,2,6,2,1,5,2,1,28.758
100674,42,28745,2,2,1,1,1,2,2,1,3,28.745
103507,47,28742,1,1,4,6,2,1,5,2,2,28.742
103261,44,28740,2,1,3,5,2,2,4,3,2,28.74
103970,46,28735,2,2,3,4,2,2,4,2,1,28.735
103232,44,28716,2,1,3,6,2,1,3,3,3,28.716
102930,40,28714,2,1,3,5,2,1,5,2,1,28.714
104077,49,28709,2,2,3,3,1,2,4,2,1,28.709
103774,40,28702,2,2,2,3,1,2,4,2,2,28.702
102917,40,28690,2,1,4,6,2,1,4,2,2,28.69
100735,44,28687,1,2,1,1,1,2,2,0,3,28.687
103493,47,28671,2,1,4,5,2,2,4,2,3,28.671
103062,42,28643,2,1,2,6,2,1,4,2,3,28.643
100250,35,28640,2,3,0,1,1,2,1,0,3,28.64
100157,37,28633,2,3,0,0,1,2,1,0,3,28.633
103863,43,28631,1,2,2,4,1,2,5,2,1,28.631
100043,28,28622,1,3,0,0,1,2,1,0,3,28.622
103656,49,28618,2,1,4,6,2,1,4,2,1,28.618
103252,44,28617,1,1,3,5,2,1,5,2,1,28.617
103509,32,28610,1,1,2,5,2,1,5,2,1,28.61
103492,47,28602,1,1,3,6,2,1,3,2,1,28.602
103427,46,28586,2,1,2,5,2,1,4,2,2,28.586
103491,47,28553,2,1,3,5,2,2,4,2,2,28.553
102990,41,28550,1,1,2,6,2,2,5,2,2,28.55
103657,49,28549,1,1,3,5,2,1,3,3,2,28.549
102983,41,28546,2,1,3,5,2,1,4,3,1,28.546
103077,42,28528,1,1,2,6,2,2,4,3,1,28.528
100083,31,28515,2,3,0,1,1,2,2,0,3,28.515
103869,43,28507,1,2,3,3,1,2,5,1,1,28.507
103253,44,28499,1,1,3,5,2,1,5,3,2,28.499
103600,48,28480,2,1,4,6,2,1,3,3,2,28.48
100068,30,28455,1,3,0,1,1,2,0,0,2,28.455
103732,50,28453,2,1,4,6,2,2,5,2,3,28.453
100164,38,28450,2,3,0,0,1,2,1,0,1,28.45
103393,46,28424,2,1,2,5,2,1,3,2,2,28.424
103397,46,28403,1,1,3,5,2,2,3,2,3,28.403
103936,45,28383,1,2,2,4,1,2,5,1,2,28.383
102998,41,28351,2,1,3,6,2,1,3,2,3,28.351
102929,40,28348,2,1,2,6,2,1,4,3,1,28.348
103334,45,28333,2,1,4,6,2,1,5,3,3,28.333
103570,48,28331,1,1,3,5,2,2,3,2,2,28.331
103518,47,28331,2,1,3,6,2,1,3,3,2,28.331
100085,31,28315,2,3,0,0,1,2,1,0,1,28.315
103587,48,28294,2,1,4,6,2,1,5,2,1,28.294
103590,48,28293,1,1,3,5,2,2,5,3,2,28.293
100125,35,28289,1,3,0,1,1,2,0,0,2,28.289
103321,45,28243,2,1,4,6,2,1,5,2,1,28.243
103505,47,28237,1,1,3,6,2,1,4,3,2,28.237
103586,48,28229,2,1,4,6,2,2,3,2,2,28.229
100149,37,28224,2,3,0,1,1,2,1,0,2,28.224
102988,41,28205,2,1,2,5,2,1,3,3,1,28.205
103262,44,28181,1,1,3,5,2,2,5,2,3,28.181
103162,37,28180,1,1,4,6,2,2,4,2,1,28.18
103418,46,28173,2,1,2,5,2,1,5,2,2,28.173
100168,38,28168,1,3,0,1,1,2,2,0,3,28.168
104003,47,28154,2,2,2,4,1,2,4,1,1,28.154
103488,47,28135,1,1,2,5,2,1,4,2,2,28.135
100216,37,28112,1,3,0,1,1,2,2,0,3,28.112
100001,25,28085,1,3,0,1,1,2,1,0,3,28.085
103413,46,28063,1,1,4,5,2,2,5,2,3,28.063
103713,50,28025,1,1,2,6,2,2,5,2,2,28.025
103795,41,28000,1,2,2,4,2,2,5,1,1,28
100100,33,27995,1,3,0,0,1,2,0,0,3,27.995
103401,46,27994,2,1,2,5,2,1,5,3,2,27.994
100013,25,27987,1,3,0,1,1,2,2,0,1,27.987
103667,49,27986,2,1,2,6,2,1,3,3,1,27.986
103002,33,27979,1,1,4,6,2,2,3,3,3,27.979
100012,25,27956,1,3,0,0,1,2,1,0,3,27.956
100159,37,27941,1,3,0,1,1,2,1,0,3,27.941
103409,38,27936,2,1,2,6,2,2,3,2,2,27.936
103325,29,27930,1,1,2,5,2,1,3,2,3,27.93
103177,43,27922,1,1,4,5,2,2,4,2,2,27.922
103802,27,27917,2,2,3,3,1,2,4,2,1,27.917
100174,38,27913,1,3,0,0,1,2,1,0,2,27.913
103251,44,27909,2,1,2,6,2,2,4,2,1,27.909
103327,45,27906,2,1,3,5,2,2,4,3,1,27.906
100213,37,27897,1,3,0,0,1,2,0,0,1,27.897
103929,45,27892,2,2,2,4,2,2,5,2,1,27.892
102987,41,27890,2,1,2,5,2,2,3,3,2,27.89
104036,48,27873,1,2,3,4,1,2,4,1,1,27.873
103663,49,27861,2,1,2,5,2,1,5,2,2,27.861
103658,49,27860,1,1,3,6,2,1,4,3,2,27.86
103519,47,27854,1,1,3,6,2,1,5,2,1,27.854
103669,49,27850,1,1,4,5,2,2,4,3,2,27.85
100256,44,27849,2,3,0,1,1,2,1,0,3,27.849
100069,30,27849,1,3,0,0,1,2,0,0,3,27.849
103855,43,27833,1,2,3,4,1,2,4,2,1,27.833
100027,26,27819,1,3,0,0,1,2,1,0,3,27.819
103861,43,27795,1,2,3,3,2,2,5,1,1,27.795
100122,34,27794,1,3,0,0,1,2,1,0,3,27.794
100249,44,27793,1,3,0,1,1,2,1,0,1,27.793
103430,46,27792,2,1,4,6,2,2,4,2,3,27.792
103314,45,27778,2,1,3,5,2,1,4,3,2,27.778
103178,43,27745,2,1,4,5,2,1,3,3,3,27.745
103097,42,27736,1,1,4,5,2,2,5,2,1,27.736
103010,41,27723,2,1,4,5,2,2,3,3,1,27.723
103514,47,27678,1,1,4,6,2,2,3,2,1,27.678
103721,50,27676,1,1,2,5,2,1,5,3,2,27.676
100236,36,27658,2,3,0,1,1,2,0,0,3,27.658
100135,36,27639,1,3,0,0,1,2,1,0,2,27.639
103403,31,27637,2,1,3,6,2,2,4,3,3,27.637
103800,41,27624,1,2,2,4,2,2,5,2,1,27.624
103897,44,27619,2,2,2,3,1,2,4,1,1,27.619
100206,40,27617,1,3,0,1,1,2,1,0,2,27.617
100024,26,27605,1,3,0,1,1,2,2,0,3,27.605
103511,47,27602,1,1,3,5,2,1,4,2,1,27.602
100096,33,27580,2,3,0,0,1,2,0,0,3,27.58
104041,28,27566,1,2,3,3,2,2,4,2,1,27.566
103250,44,27566,1,1,4,6,2,2,5,3,2,27.566
103324,45,27553,1,1,4,6,2,2,5,2,1,27.553
104100,50,27543,2,2,2,4,2,2,4,1,2,27.543
103060,27,27525,2,1,2,6,2,2,5,2,2,27.525
100183,39,27523,1,3,0,1,1,2,2,0,3,27.523
103740,50,27519,2,1,3,6,2,1,3,2,2,27.519
103317,34,27486,1,1,4,6,2,1,5,3,1,27.486
100011,25,27457,2,3,0,1,1,2,2,0,3,27.457
103650,49,27450,1,1,2,5,2,1,3,3,1,27.45
103655,49,27438,2,1,4,5,2,1,5,3,2,27.438
102924,28,27416,1,1,4,5,2,1,5,2,1,27.416
103096,34,27404,1,1,3,6,2,2,5,3,2,27.404
103767,40,27395,1,2,2,4,2,2,5,1,3,27.395
103726,50,27381,1,1,4,6,2,2,4,2,2,27.381
103938,45,27375,2,2,2,3,1,2,4,2,1,27.375
100051,28,27362,2,3,0,0,1,2,0,0,3,27.362
103995,47,27353,2,2,2,4,1,2,5,1,1,27.353
103942,28,27344,1,2,3,3,1,2,4,2,1,27.344
100226,41,27334,1,3,0,1,1,2,1,0,3,27.334
100020,26,27332,1,3,0,0,1,2,0,0,3,27.332
103770,40,27290,1, ,3,3,1,2,5,1,1,27.29
103768,40,27289,2,2,2,3,2,2,5,1,1,27.289
103512,47,27286,2,1,3,6,2,2,5,2,3,27.286
103235,44,27283,1,1,4,6,2,1,5,2,1,27.283
103245,44,27281,1,1,3,5,2,1,5,2,2,27.281
103898,44,27269,1,2,2,3,1,2,5,1,1,27.269
103333,45,27267,2,1,4,6,2,1,3,3,1,27.267
100080,31,27252,2,3,0,0,1,2,0,0,3,27.252
103088,42,27164,2,1,2,6,2,2,3,2,1,27.164
103236,28,27161,2,1,2,5,2,2,4,2,3,27.161
103902,37,27148,2,2,2,4,1,2,4,2,1,27.148
103417,46,27133,2,1,2,5,2,2,5,2,3,27.133
103414,27,27127,1,1,4,5,2,2,5,3,3,27.127
100139,36,27110,1,3,0,1,1,2,2,0,3,27.11
102904,40,27105,2,1,2,5,2,2,5,3,3,27.105
100302,31,27105,1,2,0,2,1,2,2,1,3,27.105
103737,50,27094,2,1,2,6,2,2,3,3,2,27.094
103906,44,27089,1,2,2,4,2,2,4,1,1,27.089
103500,47,27086,2,1,2,5,2,1,5,2,3,27.086
104042,48,27077,2,2,2,4,2,2,4,1,1,27.077
103572,48,27076,2,1,3,5,2,1,4,3,1,27.076
100248,44,27070,2,3,0,0,1,2,1,0,3,27.07
104076,49,27068,1,2,3,4,1,2,5,2,1,27.068
102913,40,27061,1,1,4,6,2,2,4,3,1,27.061
103591,48,27046,2,1,3,5,2,1,4,2,1,27.046
103801,41,27043,1,2,3,4,2,2,4,1,2,27.043
104043,48,27016,2,2,2,4,2,2,5,1,1,27.016
103241,44,27015,2,1,3,6,2,2,4,2,2,27.015
103093,42,27012,1,1,4,5,2,1,3,2,2,27.012
103170,43,27008,1,1,4,6,2,1,3,2,1,27.008
100215,34,27004,1,3,0,0,1,2,2,0,3,27.004
104073,49,26968,2,2,3,4,2,2,5,1,1,26.968
103256,44,26967,1,1,4,6,2,1,4,2,1,26.967
103654,49,26952,1,1,4,5,2,1,4,2,3,26.952
100054,29,26947,1,3,0,1,1,2,1,0,2,26.947
103174,43,26943,1,1,3,5,2,1,3,2,1,26.943
100171,38,26916,2,3,0,1,1,2,2,0,3,26.916
104113,26,26905,2,2,2,4,2,2,5,2,1,26.905
103431,46,26900,1,1,4,6,2,1,4,2,1,26.9
103835,42,26872,2,2,3,4,1,2,4,1,1,26.872
103089,42,26848,1,1,2,6,2,2,3,3,1,26.848
100261,28,26782,1,3,0,0,1,2,0,0,3,26.782
103946,45,26773,1,2,2,3,1,2,5,1,1,26.773
103001,41,26768,2,1,4,5,2,1,4,3,2,26.768
103661,49,26766,1,1,2,5,2,2,4,2,3,26.766
102999,41,26750,2,1,4,5,2,2,4,2,3,26.75
104033,48,26747,2,2,2,3,1,2,4,2,2,26.747
103416,46,26741,1,1,4,5,2,1,3,3,2,26.741
103005,41,26736,2,1,2,5,2,1,4,2,3,26.736
103258,33,26725,1,1,2,5,2,2,5,3,2,26.725
103339,45,26723,2,1,2,6,2,1,3,2,3,26.723
103335,45,26710,1,1,2,5,2,2,5,2,2,26.71
103895,44,26701,2,2,3,4,2,2,4,1,1,26.701
103652,49,26700,1,1,3,5,2,1,5,2,1,26.7
103063,42,26694,1,1,2,6,2,1,4,3,2,26.694
103510,47,26664,1,1,2,6,2,1,4,3,2,26.664
103338,45,26632,2,1,2,6,2,2,5,2,2,26.632
103323,45,26624,1,1,4,5,2,1,3,2,3,26.624
100063,30,26602,2,3,0,0,1,2,2,0,3,26.602
103772,26,26595,2,2,3,4,1,2,5,2,1,26.595
103859,43,26572,1,2,2,4,2,2,4,2,1,26.572
103724,50,26561,1,1,3,5,2,1,3,2,2,26.561
100163,38,26550,2,3,0,0,1,2,0,0,2,26.55
103947,45,26542,2,2,3,4,1,2,5,2,1,26.542
103944,45,26532,2,2,2,3,2,2,4,2,1,26.532
103903,44,26476,1,2,2,3,1,2,4,1,1,26.476
104110,50,26417,1,2,3,4,2,2,5,1,1,26.417
102908,40,26411,1,1,3,5,2,1,3,3,1,26.411
103832,30,26409,2,2,2,3,2,2,4,1,1,26.409
103595,48,26396,2,1,4,6,2,1,5,2,1,26.396
103716,38,26383,1,1,4,5,2,2,5,3,2,26.383
103331,45,26372,2,1,4,5,2,1,4,2,2,26.372
103319,45,26307,1,1,2,5,2,1,4,2,1,26.307
103496,47,26256,2,1,2,5,2,2,4,2,2,26.256
103730,50,26245,1,1,4,5,2,1,3,2,2,26.245
100136,36,26243,1,3,0,0,1,2,0,0,3,26.243
103598,29,26238,2,1,4,5,2,2,3,2,2,26.238
103415,29,26238,2,1,4,5,2,1,3,2,3,26.238
103240,44,26233,2,1,3,6,2,2,3,3,3,26.233
100056,29,26231,2,3,0,0,1,2,0,0,3,26.231
103943,45,26191,1,2,2,4,1,2,4,2,1,26.191
102989,29,26180,2,1,2,5,2,1,4,3,1,26.18
104040,48,26178,2,2,3,4,1,2,5,1,1,26.178
103392,46,26178,2,1,2,5,2,2,4,3,2,26.178
103729,50,26176,1,1,2,6,2,1,5,3,2,26.176
104038,27,26173,1,2,2,4,2,2,5,2,1,26.173
103157,43,26166,2,1,3,5,2,1,4,3,3, 
103487,47,26156,2,1,2,5,2,2,5,3,3,26.156
103480,47,26152,1,1,2,5,2,2,4,3,2,26.152
103498,47,26147,2,1,2,5,2,2,5,2,1,26.147
103166,43,26144,2,1,4,5,2,2,3,3,2, 
103653,34,26140,2,1,3,6,2,2,4,3,1,26.14
103581,36,26134,1,1,2,5,2,2,3,3,1,26.134
103574,48,26129,2,1,3,6,2,1,5,3,3,26.129
103086,31,26120,2,1,2,5,2,2,5,2,3,26.12
102919,40,26120,2,1,2,5,2,1,4,2,2,26.12
103000,41,26098,1,1,4,5,2,1,3,3,2,26.098
103313,34,26089,2,1,2,6,2,1,5,3,2,26.089
103593,48,26087,1,1,3,6,2,1,4,2,2,26.087
100073,30,26077,1,3,0,0,1,2,1,0,3,26.077
103171,43,26065,1,1,2,6,2,1,4,2,2,26.065
103094,42,26056,1,1,4,6,2,2,3,2,3,26.056
102932,40,26051,2,1,4,6,2,1,3,3,2,26.051
103312,45,26043,1,1,2,5,2,1,3,2,2,26.043
102993,41,26030,2,1,4,5,2,1,4,2,1,26.03
100169,38,26028,2,3,0,0,1,2,1,0,3,26.028
104001,47,26023,2,2,2,4,1,2,4,1,1,26.023
100140,36,26009,2,3,0,1,1,2,1,0,3,26.009
100005,25,25991,2,3,0,0,1,2,2,0,3,25.991
103254,44,25971,1,1,4,5,2,1,3,3,2,25.971
103932,31,25970,2,2,3,3,1,2,5,2,1,25.97
104032,36,25920,1,2,2,4,2,2,4,2,1,25.92
103934,45,25915,1,2,3,3,1,2,4,2,1,25.915
100147,37,25912,1,3,0,0,1,2,2,0,3,25.912
104117,50,25884,1,2,2,3,2,2,5,1,1,25.884
103734,50,25872,1,1,4,6,2,1,3,2,1,25.872
103167,43,25863,2,1,2,6,2,2,4,3,3,25.863
104044,33,25848,2,2,2,4,2,2,5,2,1,25.848
103172,43,25838,1,1,2,6,2,1,5,2,3,25.838
103834,42,25826,1,2,3,4,2,2,5,1,1,25.826
103340,45,25801,2,1,3,5,2,1,3,2,1,25.801
102911,40,25785,2,1,2,5,2,1,4,3,3,25.785
100151,37,25771,1,3,0,0,1,2,1,0,3,25.771
103330,45,25768,1,1,3,6,2,2,5,3,3,25.768
100211,31,25753,1,3,0,0,1,2,0,0,3,25.753
100098,33,25747,1,3,0,1,1,2,0,0,3,25.747
103941,45,25728,2,2,2,3,2,2,5,1,2,25.728
100035,27,25727,2,3,0,1,1,2,2,0,2,25.727
103260,44,25725,2,1,2,6,2,2,4,2,1,25.725
103244,44,25718,1,1,2,5,2,2,4,2,2,25.718
103668,49,25698,1,1,3,6,2,1,5,2,3,25.698
103945,33,25678,1,2,2,3,2,2,5,2,1,25.678
103255,44,25666,2,1,4,5,2,1,4,2,2,25.666
103648,49,25651,1,1,3,5,2,1,4,3,1,25.651
103404,46,25643,1,1,4,5,2,1,3,2,2,25.643
104035,48,25613,1,2,2,4,2,2,5,1,1,25.613
102921,40,25607,1,1,2,6,2,2,3,3,3,25.607
102905,40,25576,1,1,2,5,2,1,3,2,2,25.576
103231,44,25557,1,1,3,5,2,2,4,2,2,25.557
104103,50,25549,1,2,2,4,1,2,5,2,1,25.549
100217,31,25548,1,3,0,0,1,2,1,0,3,25.548
103908,44,25528,2,2,2,3,1,2,5,1,1,25.528
103517,47,25505,1,1,3,5,2,1,4,3,2,25.505
100087,32,25494,2,3,0,1,1,2,0,0,3,25.494
103150,43,25474,1,1,3,5,2,2,5,2,1,25.474
103504,47,25401,1,1,3,5,2,2,5,2,2,25.401
104037,48,25396,1,2,3,4,1,2,5,1,1,25.396
103520,47,25382,1,1,4,5,2,2,5,2,2,25.382
103647,49,25361,2,1,2,6,2,2,5,3,1,25.361
104004,47,25361,2,2,2,3,2,2,4,2,1,25.361
104008,47,25342,2,2,3,3,2,2,4,2,1,25.342
103148,43,25327,1,1,2,6,2,2,4,3,3,25.327
104000,47,25319,1,2,2,4,2,2,4,1,1,25.319
103011,41,25318,2,1,4,5,2,2,5,3,2,25.318
103911,44,25302,2,2,3,3,1,2,5,1,1,25.302
103901,38,25289,2,2,2,4,2,2,5,2,1,25.289
103012,30,25288,2,1,2,5,2,2,3,2,2,25.288
103865,37,25280,1,2,2,3,1,2,5,2,1,25.28
103079,42,25271,1,1,2,6,2,1,5,3,2,25.271
103234,44,25263,1,1,4,6,2,2,4,3,2,25.263
103711,50,25199,1,1,3,5,2,2,3,2,3,25.199
103720,35,25180,2,1,2,5,2,2,4,3,1,25.18
104072,49,25178,2,2,2,3,1,2,5,2,1,25.178
103490,47,25126,2,1,2,6,2,2,3,2,2,25.126
103238,44,25124,1,1,3,5,2,2,4,2,2,25.124
103246,44,25124,1,1,3,6,2,2,3,2,1,25.124
103717,50,25098,2,1,4,5,2,1,3,3,3,25.098
100026,26,25093,1,3,0,1,1,2,1,0,3,25.093
103710,50,25049,2,1,2,6,2,2,3,3,2,25.049
103230,44,25010,1,1,2,6,2,1,5,3,2,25.01
102531,35,24999,2,3,0,3,2,2,1,1,2,24.999
102687,30,24996,1,3,1,3,1,1,3,1,2,24.996
104062,49,24991,2,2,3,4,1,2,5,2,1,24.991
103787,41,24990,2,2,3,3,1,2,4,2,1,24.99
101042,19,24989,2,2,1,0,1,2,1,1,2,24.989
103928,45,24988,2,2,3,4,2,2,4,1,1,24.988
101352,21,24988,2,2,1,1,2,2,2,1,2,24.988
103053,42,24983,1,1,2,5,2,2,3,3,2,24.983
102670,24,24980,1,3,1,1,2,1,2,1,2,24.98
102397,22,24979,1,3,1,1,2,2,2,1,2,24.979
100932,36,24974,2,2,2,0,2,2,2,1,2,24.974
102506,23,24974,2,3,1,1,2,2,2,1,2,24.974
101568,26,24971,2,2,2,2,1,2,3,1,2,24.971
102975,41,24970,1,1,3,5,2,1,5,3,2,24.97
102267,26,24967,2,3,1,3,2,1,2,1,2,24.967
101408,21,24961,2,2,2,1,1,2,3,1,2,24.961
102806,25,24959,2,3,0,1,1,2,1,1,2,24.959
102497,23,24958,2,3,0,1,1,2,3,1,2,24.958
103757,40,24954,1,2,3,3,2,2,4,2,1,24.954
103556,27,24951,1,1,3,5,2,1,5,3,1,24.951
101214,20,24945,2,2,1,2,2,2,1,1,1,24.945
102526,23,24942,1,3,1,3,2,1,2,1,2,24.942
101791,36,24939,1,2,1,0,2,2,1,2,2,24.939
100906,35,24939,1,2,2,2,1,2,1,2,2,24.939
102089,20,24939,2,3,1,1,2,1,2,1,2,24.939
102683,24,24938,1,3,0,2,1,2,1,1,2,24.938
103133,27,24933,1,1,2,6,2,1,3,3,1,24.933
101956,25,24931,2,2,2,2,1,2,1,1,2,24.931
101370,21,24924,2,2,2,0,2,2,3,2,2,24.924
101928,25,24921,1,2,1,2,1,2,1,1,2,24.921
101081,19,24920,2,2,2,1,1,2,2,1,1,24.92
103379,46,24919,2,1,2,6,2,2,3,2,2,24.919
103632,49,24916,1,1,2,6,2,2,5,2,2,24.916
101821,24,24914,2,2,1,2,2,2,2,1,1,24.914
101056,27,24913,2,2,2,1,1,2,2,1,3,24.913
101937,25,24913,2,2,1,2,2,2,3,1,2,24.913
101540,22,24910,2,2,2,1,2,2,3,2,3,24.91
102252,30,24907,1,3,0,2,1,1,3,1,2,24.907
102808,25,24904,2,3,0,1,2,1,3,1,2,24.904
102677,24,24903,2,3,0,2,2,1,2,1,2,24.903
103383,46,24892,2,1,4,5,2,1,4,3,3,24.892
104029,48,24890,1,2,3,3,2,2,4,2,2,24.89
103694,50,24887,2,1,2,6,2,1,5,2,1,24.887
103128,43,24877,1,1,3,6,2,2,4,2,2,24.877
101093,19,24877,2,2,1,0,1,2,1,2,2,24.877
102981,41,24862,2,1,4,6,2,1,4,3,2,24.862
102836,25,24860,1,3,1,3,1,1,1,1,2,24.86
102825,25,24858,2,3,1,3,2,1,3,1,2,24.858
101810,24,24854,1,2,1,1,1,2,1,2,2,24.854
102546,23,24853,2,3,0,1,1,2,3,1,2,24.853
103296,30,24839,2,1,4,6,2,1,3,2,3,24.839
100927,18,24837,2,2,2,2,2,2,1,1,2,24.837
100944,18,24832,2,2,2,0,2,2,1,1,1,24.832
101381,21,24824,1,2,1,0,1,2,2,1,2,24.824
101924,25,24823,2,2,1,0,1,2,3,2,1,24.823
101373,21,24823,1,2,1,0,2,2,2,1,2,24.823
102368,22,24820,2,3,0,1,2,2,1,1,2,24.82
102384,22,24819,1,3,1,3,1,2,2,1,2,24.819
102702,24,24814,2,3,1,1,1,2,1,1,2,24.814
103373,33,24809,2,1,2,6,2,1,3,3,1,24.809
102403,22,24806,1,3,1,1,1,1,2,1,2,24.806
102564,34,24800,2,3,0,2,2,2,2,1,2,24.8
103047,38,24798,1,1,3,5,2,1,4,3,1,24.798
102980,41,24794,1,1,4,5,2,1,3,3,1,24.794
102672,24,24793,1,3,1,2,1,2,3,1,2,24.793
101965,25,24789,2,2,2,2,2,2,2,2,2,24.789
100936,18,24787,1,2,1,1,1,2,2,2,2,24.787
102080,20,24780,1,3,0,3,2,2,1,1,2,24.78
104066,49,24778,1,2,3,3,2,2,5,2,1,24.778
102363,22,24775,2,3,1,1,1,2,1,1,2,24.775
101396,21,24775,2,2,1,1,1,2,2,1,3,24.775
102718,24,24774,1,3,1,3,1,1,1,1,2,24.774
102221,21,24770,2,3,1,3,1,1,2,1,1,24.77
100911,18,24769,2,2,2,0,2,2,3,1,2,24.769
101556,22,24766,2,2,1,2,1,2,3,1,2,24.766
103850,43,24764,1,2,2,4,1,2,5,2,2,24.764
101804,24,24762,2,2,1,1,1,2,2,1,2,24.762
101528,22,24758,2,2,1,2,2,2,1,1,2,24.758
102866,25,24756,2,3,1,1,1,2,3,1,2,24.756
102114,27,24755,2,3,1,3,1,2,3,1,2,24.755
101798,24,24755,1,2,1,0,2,2,3,1,1,24.755
101562,33,24751,1,2,1,1,2,2,2,2,2,24.751
103144,43,24749,2,1,4,5,2,1,5,2,2,24.749
102692,24,24749,2,3,1,1,2,2,2,1,2,24.749
102118,35,24745,2,3,1,1,2,1,3,1,2,24.745
102833,25,24741,2,3,1,1,2,1,1,1,1,24.741
101974,25,24740,2,2,2,0,2,2,2,1,2,24.74
102112,29,24738,1,3,0,3,2,1,1,1,2,24.738
103137,43,24734,1,1,4,5,2,1,5,3,2,24.734
101659,23,24730,1,2,2,1,2,2,2,1,2,24.73
103297,32,24723,1,1,4,6,2,1,5,2,1,84.56
103763,40,24723,2,2,2,3,1,2,4,1,1,24.723
100941,18,24722,1,2,2,2,1,2,3,2,2,24.722
103696,50,24718,2,1,3,6,2,2,5,3,3,24.718
101838,24,24718,1,2,1,1,2,2,2,1,2,24.718
102094,20,24717,1,3,0,3,2,1,3,1,2,24.717
102116,32,24715,2,3,1,3,2,1,3,1,2,24.715
101398,21,24711,2,2,1,2,2,2,1,1,2,24.711
101971,26,24708,1,2,1,2,1,2,3,2,2,24.708
101359,21,24706,2,2,2,2,2,2,3,2,2,24.706
103043,42,24703,1,1,3,6,2,1,3,3,1,24.703
102511,23,24702,2,3,0,2,1,2,2,1,2,24.702
103891,44,24701,1,2,2,3,2,2,4,1,1,24.701
101942,25,24698,2,2,1,2,2,2,2,2,2,24.698
102528,23,24695,2,3,0,1,1,1,1,1,2,24.695
101685,23,24695,2,2,1,1,2,2,3,1,1,24.695
100891,37,24682,1,2,1,1,1,2,2,1,2,24.682
101504,22,24676,1,2,1,0,1,2,3,1,3,24.676
101062,36,24673,2,2,2,0,2,2,2,1,3,24.673
103820,30,24668,1,2,3,3,2,2,4,1,1,24.668
102970,41,24665,2,1,4,5,2,2,4,2,1,24.665
101527,34,24661,1,2,1,2,1,2,3,1,2,24.661
102570,37,24659,1,3,1,3,1,2,3,1,2,24.659
102855,25,24657,1,3,0,1,2,1,2,1,2,24.657
101696,32,24656,1,2,1,2,1,2,3,1,2,24.656
101390,21,24656,1,2,1,0,1,2,3,2,2,24.656
103637,49,24651,1,1,3,5,2,2,4,3,2,24.651
101843,24,24646,1,2,1,0,1,2,3,2,2,24.646
102251,21,24644,2,3,1,2,2,2,3,1,2,24.644
